locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGKOFFHN_05416	gene	228				
IGKOFFHN_05416	CDS	228				hypothetical protein
IGKOFFHN_05417	gene	357				
IGKOFFHN_05417	CDS	357				hypothetical protein
IGKOFFHN_05418	gene	1437				
IGKOFFHN_05418	CDS	1437				hypothetical protein
IGKOFFHN_05419	gene	1317				
IGKOFFHN_05419	CDS	1317				hypothetical protein
IGKOFFHN_05420	gene	1683	mcpP_2			
IGKOFFHN_05420	CDS	1683	mcpP_2		COG0840	Methyl-accepting chemotaxis protein McpP
IGKOFFHN_05421	gene	936	dmlR_27			
IGKOFFHN_05421	CDS	936	dmlR_27			HTH-type transcriptional regulator DmlR
IGKOFFHN_05422	gene	489				
IGKOFFHN_05422	CDS	489				hypothetical protein
IGKOFFHN_05423	gene	456				
IGKOFFHN_05423	CDS	456				hypothetical protein
IGKOFFHN_05424	gene	330				
IGKOFFHN_05424	CDS	330				hypothetical protein
IGKOFFHN_05425	gene	228				
IGKOFFHN_05425	CDS	228				hypothetical protein
IGKOFFHN_05426	gene	789	nimR_4			
IGKOFFHN_05426	CDS	789	nimR_4			HTH-type transcriptional regulator NimR
IGKOFFHN_05427	gene	174				
IGKOFFHN_05427	CDS	174				hypothetical protein
IGKOFFHN_05428	gene	957	tdh_3			
IGKOFFHN_05428	CDS	957	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
IGKOFFHN_05429	gene	378				
IGKOFFHN_05429	CDS	378				hypothetical protein
IGKOFFHN_05430	gene	960	tsx			
IGKOFFHN_05430	CDS	960	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
IGKOFFHN_05431	gene	10524				
IGKOFFHN_05431	CDS	10524				hypothetical protein
IGKOFFHN_05432	gene	1035	selD			
IGKOFFHN_05432	CDS	1035	selD	2.7.9.3	COG0709	Selenide, water dikinase
IGKOFFHN_05433	gene	1104	selU			
IGKOFFHN_05433	CDS	1104	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
IGKOFFHN_05434	gene	675				
IGKOFFHN_05434	CDS	675				hypothetical protein
IGKOFFHN_05435	gene	699	yfcG_2			
IGKOFFHN_05435	CDS	699	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
IGKOFFHN_05436	gene	975	hemB_2			
IGKOFFHN_05436	CDS	975	hemB_2	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
IGKOFFHN_05437	gene	1536	tetX			
IGKOFFHN_05437	CDS	1536	tetX	1.14.13.231	COG0654	Flavin-dependent monooxygenase
IGKOFFHN_05438	gene	1089				
IGKOFFHN_05438	CDS	1089				hypothetical protein
IGKOFFHN_05439	gene	441				
IGKOFFHN_05439	CDS	441				hypothetical protein
IGKOFFHN_05440	gene	696				
IGKOFFHN_05440	CDS	696				hypothetical protein
IGKOFFHN_05441	gene	555	sigK			
IGKOFFHN_05441	CDS	555	sigK		COG1595	ECF RNA polymerase sigma factor SigK
IGKOFFHN_05442	gene	522				
IGKOFFHN_05442	CDS	522				hypothetical protein
IGKOFFHN_05443	gene	1614	yejF_4			
IGKOFFHN_05443	CDS	1614	yejF_4		COG4172	putative ABC transporter ATP-binding protein YejF
IGKOFFHN_05444	gene	1023	yejE_4			
IGKOFFHN_05444	CDS	1023	yejE_4		COG4239	Inner membrane ABC transporter permease protein YejE
IGKOFFHN_05445	gene	1065	yejB_4			
IGKOFFHN_05445	CDS	1065	yejB_4		COG4174	Inner membrane ABC transporter permease protein YejB
IGKOFFHN_05446	gene	1872				
IGKOFFHN_05446	CDS	1872				hypothetical protein
IGKOFFHN_05447	gene	2706	btuB_8			
IGKOFFHN_05447	CDS	2706	btuB_8			Vitamin B12 transporter BtuB
IGKOFFHN_05448	gene	402	exbD_5			
IGKOFFHN_05448	CDS	402	exbD_5		COG0848	Biopolymer transport protein ExbD
IGKOFFHN_05449	gene	705	tolQ_6			
IGKOFFHN_05449	CDS	705	tolQ_6		COG0811	Tol-Pal system protein TolQ
IGKOFFHN_05450	gene	456				
IGKOFFHN_05450	CDS	456				hypothetical protein
IGKOFFHN_05451	gene	735				
IGKOFFHN_05451	CDS	735				hypothetical protein
IGKOFFHN_05452	gene	1356	pcaB_2			
IGKOFFHN_05452	CDS	1356	pcaB_2	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
IGKOFFHN_05453	gene	1302	dctA2_2			
IGKOFFHN_05453	CDS	1302	dctA2_2		COG1301	C4-dicarboxylate transport protein 2
IGKOFFHN_05454	gene	750	pcs			
IGKOFFHN_05454	CDS	750	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
IGKOFFHN_05455	gene	813				
IGKOFFHN_05455	CDS	813				putative protein
IGKOFFHN_05456	gene	273				
IGKOFFHN_05456	CDS	273				hypothetical protein
IGKOFFHN_05457	gene	462				
IGKOFFHN_05457	CDS	462				hypothetical protein
IGKOFFHN_05458	gene	1215	dipZ			
IGKOFFHN_05458	CDS	1215	dipZ		COG0785	Protein DipZ
IGKOFFHN_05459	gene	297				
IGKOFFHN_05459	CDS	297				hypothetical protein
IGKOFFHN_05460	gene	270				
IGKOFFHN_05460	CDS	270				hypothetical protein
IGKOFFHN_05461	gene	741	ompR_7			
IGKOFFHN_05461	CDS	741	ompR_7			Transcriptional regulatory protein OmpR
IGKOFFHN_05462	gene	1308	rcsC_20			
IGKOFFHN_05462	CDS	1308	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_05463	gene	750				
IGKOFFHN_05463	CDS	750				hypothetical protein
IGKOFFHN_05464	gene	840				
IGKOFFHN_05464	CDS	840				hypothetical protein
IGKOFFHN_05465	gene	1047				
IGKOFFHN_05465	CDS	1047				hypothetical protein
IGKOFFHN_05466	gene	843	cobB			
IGKOFFHN_05466	CDS	843	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
IGKOFFHN_05467	gene	891	cynR_4			
IGKOFFHN_05467	CDS	891	cynR_4			HTH-type transcriptional regulator CynR
IGKOFFHN_05468	gene	699	scoA			
IGKOFFHN_05468	CDS	699	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
IGKOFFHN_05469	gene	666	scoB			
IGKOFFHN_05469	CDS	666	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
IGKOFFHN_05470	gene	1182	thlA_2			
IGKOFFHN_05470	CDS	1182	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
IGKOFFHN_05471	gene	603				
IGKOFFHN_05471	CDS	603				hypothetical protein
IGKOFFHN_05472	gene	894	dmlR_28			
IGKOFFHN_05472	CDS	894	dmlR_28			HTH-type transcriptional regulator DmlR
IGKOFFHN_05473	gene	1320	mntH			
IGKOFFHN_05473	CDS	1320	mntH			Divalent metal cation transporter MntH
IGKOFFHN_05474	gene	540				
IGKOFFHN_05474	CDS	540				hypothetical protein
IGKOFFHN_05475	gene	774				
IGKOFFHN_05475	CDS	774				hypothetical protein
IGKOFFHN_05476	gene	567				
IGKOFFHN_05476	CDS	567				hypothetical protein
IGKOFFHN_05477	gene	717				
IGKOFFHN_05477	CDS	717				hypothetical protein
IGKOFFHN_05478	gene	1113				
IGKOFFHN_05478	CDS	1113				hypothetical protein
IGKOFFHN_05479	gene	780	argT_4			
IGKOFFHN_05479	CDS	780	argT_4		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
IGKOFFHN_05480	gene	435				
IGKOFFHN_05480	CDS	435				hypothetical protein
IGKOFFHN_05481	gene	990	cdhR_9			
IGKOFFHN_05481	CDS	990	cdhR_9		COG4977	HTH-type transcriptional regulator CdhR
IGKOFFHN_05482	gene	756				
IGKOFFHN_05482	CDS	756				hypothetical protein
IGKOFFHN_05483	gene	573				
IGKOFFHN_05483	CDS	573				hypothetical protein
IGKOFFHN_05484	gene	855				
IGKOFFHN_05484	CDS	855				hypothetical protein
IGKOFFHN_05485	gene	645	rutB_4			
IGKOFFHN_05485	CDS	645	rutB_4	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IGKOFFHN_05486	gene	1332	glnA_2			
IGKOFFHN_05486	CDS	1332	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
IGKOFFHN_05487	gene	753				
IGKOFFHN_05487	CDS	753				hypothetical protein
IGKOFFHN_05488	gene	1350	puuP_3			
IGKOFFHN_05488	CDS	1350	puuP_3		COG0531	Putrescine importer PuuP
IGKOFFHN_05489	gene	1017	astA_2			
IGKOFFHN_05489	CDS	1017	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit alpha
IGKOFFHN_05490	gene	1035	aruG_2			
IGKOFFHN_05490	CDS	1035	aruG_2	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit beta
IGKOFFHN_05491	gene	870				
IGKOFFHN_05491	CDS	870		4.1.1.112	COG2513	Oxaloacetate decarboxylase
IGKOFFHN_05492	gene	303				
IGKOFFHN_05492	CDS	303				hypothetical protein
IGKOFFHN_05493	gene	828				
IGKOFFHN_05493	CDS	828				hypothetical protein
IGKOFFHN_05494	gene	3249				
IGKOFFHN_05494	CDS	3249		2.7.8.-		Cardiolipin synthase
IGKOFFHN_05495	gene	1107				
IGKOFFHN_05495	CDS	1107				hypothetical protein
IGKOFFHN_05496	gene	1107				
IGKOFFHN_05496	CDS	1107				hypothetical protein
IGKOFFHN_05497	gene	1107				
IGKOFFHN_05497	CDS	1107				hypothetical protein
IGKOFFHN_05498	gene	1152	ybjJ			
IGKOFFHN_05498	CDS	1152	ybjJ			Inner membrane protein YbjJ
IGKOFFHN_05499	gene	2424	fecA_2			
IGKOFFHN_05499	CDS	2424	fecA_2		COG4772	Fe(3+) dicitrate transport protein FecA
IGKOFFHN_05500	gene	984	fecR_5			
IGKOFFHN_05500	CDS	984	fecR_5		COG3712	Protein FecR
IGKOFFHN_05501	gene	492	fecI_8			
IGKOFFHN_05501	CDS	492	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
IGKOFFHN_05502	gene	714				
IGKOFFHN_05502	CDS	714				hypothetical protein
IGKOFFHN_05503	gene	1170	yeaW			
IGKOFFHN_05503	CDS	1170	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
IGKOFFHN_05504	gene	1662	betA_2			
IGKOFFHN_05504	CDS	1662	betA_2	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
IGKOFFHN_05505	gene	1023	cdhR_10			
IGKOFFHN_05505	CDS	1023	cdhR_10		COG4977	HTH-type transcriptional regulator CdhR
IGKOFFHN_05506	gene	396				
IGKOFFHN_05506	CDS	396				hypothetical protein
IGKOFFHN_05507	gene	735	novR			
IGKOFFHN_05507	CDS	735	novR	4.1.-.-		Decarboxylase NovR
IGKOFFHN_05508	gene	4470	hpmA			
IGKOFFHN_05508	CDS	4470	hpmA		COG3210	Hemolysin
IGKOFFHN_05509	gene	108				
IGKOFFHN_05509	CDS	108				hypothetical protein
IGKOFFHN_05510	gene	1728	shlB_2			
IGKOFFHN_05510	CDS	1728	shlB_2			Hemolysin transporter protein ShlB
IGKOFFHN_05511	gene	1122	emrA_5			
IGKOFFHN_05511	CDS	1122	emrA_5			Colistin resistance protein EmrA
IGKOFFHN_05512	gene	1593	emrB_3			
IGKOFFHN_05512	CDS	1593	emrB_3			Colistin resistance protein EmrB
IGKOFFHN_05513	gene	441				
IGKOFFHN_05513	CDS	441				hypothetical protein
IGKOFFHN_05514	gene	507	fecI_9			
IGKOFFHN_05514	CDS	507	fecI_9		COG1595	putative RNA polymerase sigma factor FecI
IGKOFFHN_05515	gene	960	fecR_6			
IGKOFFHN_05515	CDS	960	fecR_6		COG3712	Protein FecR
IGKOFFHN_05516	gene	2430	fcuA			
IGKOFFHN_05516	CDS	2430	fcuA			Ferrichrome receptor FcuA
IGKOFFHN_05517	gene	291				
IGKOFFHN_05517	CDS	291				hypothetical protein
IGKOFFHN_05518	gene	1572				
IGKOFFHN_05518	CDS	1572				hypothetical protein
IGKOFFHN_05519	gene	774				
IGKOFFHN_05519	CDS	774				hypothetical protein
IGKOFFHN_05520	gene	708	hdl IVa			
IGKOFFHN_05520	CDS	708	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
IGKOFFHN_05521	gene	705				
IGKOFFHN_05521	CDS	705				hypothetical protein
IGKOFFHN_05522	gene	1947	mcpH_2			
IGKOFFHN_05522	CDS	1947	mcpH_2			Methyl-accepting chemotaxis protein McpH
IGKOFFHN_05523	gene	897				
IGKOFFHN_05523	CDS	897				hypothetical protein
IGKOFFHN_05524	gene	1218				
IGKOFFHN_05524	CDS	1218				hypothetical protein
IGKOFFHN_05525	gene	414	hmrR			
IGKOFFHN_05525	CDS	414	hmrR			HTH-type transcriptional regulator HmrR
IGKOFFHN_05526	gene	2394	copA_2			
IGKOFFHN_05526	CDS	2394	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
IGKOFFHN_05527	gene	384				
IGKOFFHN_05527	CDS	384				hypothetical protein
IGKOFFHN_05528	gene	198				
IGKOFFHN_05528	CDS	198				hypothetical protein
IGKOFFHN_05529	gene	1203	bcr			
IGKOFFHN_05529	CDS	1203	bcr			Bicyclomycin resistance protein
IGKOFFHN_05530	gene	174				
IGKOFFHN_05530	CDS	174				hypothetical protein
IGKOFFHN_05531	gene	1014				
IGKOFFHN_05531	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
IGKOFFHN_05532	gene	294				
IGKOFFHN_05532	CDS	294		1.-.-.-	COG1359	Putative monooxygenase
IGKOFFHN_05533	gene	930	dmlR_29			
IGKOFFHN_05533	CDS	930	dmlR_29			HTH-type transcriptional regulator DmlR
IGKOFFHN_05534	gene	735				
IGKOFFHN_05534	CDS	735				hypothetical protein
IGKOFFHN_05535	gene	1380	naiP			
IGKOFFHN_05535	CDS	1380	naiP			Putative niacin/nicotinamide transporter NaiP
IGKOFFHN_05536	gene	954				
IGKOFFHN_05536	CDS	954		3.5.4.2	COG1816	Adenine deaminase
IGKOFFHN_05537	gene	966	vldW_2			
IGKOFFHN_05537	CDS	966	vldW_2	1.14.11.52		Validamycin A dioxygenase
IGKOFFHN_05538	gene	1074				
IGKOFFHN_05538	CDS	1074				Purine-binding protein
IGKOFFHN_05539	gene	1092	chaA			
IGKOFFHN_05539	CDS	1092	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
IGKOFFHN_05540	gene	1359				
IGKOFFHN_05540	CDS	1359		3.5.4.32	COG0402	8-oxoguanine deaminase
IGKOFFHN_05541	gene	696				
IGKOFFHN_05541	CDS	696				hypothetical protein
IGKOFFHN_05542	gene	351	merR1			
IGKOFFHN_05542	CDS	351	merR1			Mercuric resistance operon regulatory protein
IGKOFFHN_05543	gene	417				
IGKOFFHN_05543	CDS	417				hypothetical protein
IGKOFFHN_05544	gene	927				
IGKOFFHN_05544	CDS	927				hypothetical protein
IGKOFFHN_05545	gene	1107				
IGKOFFHN_05545	CDS	1107				hypothetical protein
IGKOFFHN_05546	gene	1551	mglA_2			
IGKOFFHN_05546	CDS	1551	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
IGKOFFHN_05547	gene	582	yigZ			
IGKOFFHN_05547	CDS	582	yigZ		COG1739	IMPACT family member YigZ
IGKOFFHN_05548	gene	651	rutR_5			
IGKOFFHN_05548	CDS	651	rutR_5		COG1309	HTH-type transcriptional regulator RutR
IGKOFFHN_05549	gene	921				
IGKOFFHN_05549	CDS	921				hypothetical protein
IGKOFFHN_05550	gene	1350				
IGKOFFHN_05550	CDS	1350		2.6.1.18		Omega-amino acid--pyruvate aminotransferase
IGKOFFHN_05551	gene	1494	bauC_2			
IGKOFFHN_05551	CDS	1494	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
IGKOFFHN_05552	gene	1188	epsF_3			
IGKOFFHN_05552	CDS	1188	epsF_3		COG1459	Type II secretion system protein F
IGKOFFHN_05553	gene	429	xcpT_2			
IGKOFFHN_05553	CDS	429	xcpT_2		COG2165	Type II secretion system protein G
IGKOFFHN_05554	gene	612	mltF_5			
IGKOFFHN_05554	CDS	612	mltF_5	4.2.2.-		Membrane-bound lytic murein transglycosylase F
IGKOFFHN_05555	gene	5835				
IGKOFFHN_05555	CDS	5835				hypothetical protein
IGKOFFHN_05556	gene	1992				
IGKOFFHN_05556	CDS	1992				hypothetical protein
IGKOFFHN_05557	gene	651				
IGKOFFHN_05557	CDS	651				hypothetical protein
IGKOFFHN_05558	gene	633				
IGKOFFHN_05558	CDS	633				hypothetical protein
IGKOFFHN_05559	gene	1551				
IGKOFFHN_05559	CDS	1551				hypothetical protein
IGKOFFHN_05560	gene	954	surA_2			
IGKOFFHN_05560	CDS	954	surA_2	5.2.1.8		Chaperone SurA
IGKOFFHN_05561	gene	534	rssB_4			
IGKOFFHN_05561	CDS	534	rssB_4			Regulator of RpoS
IGKOFFHN_05562	gene	1722				
IGKOFFHN_05562	CDS	1722				hypothetical protein
IGKOFFHN_05563	gene	804				
IGKOFFHN_05563	CDS	804				hypothetical protein
IGKOFFHN_05564	gene	546				
IGKOFFHN_05564	CDS	546				hypothetical protein
IGKOFFHN_05565	gene	549				
IGKOFFHN_05565	CDS	549				hypothetical protein
IGKOFFHN_05566	gene	519				
IGKOFFHN_05566	CDS	519				hypothetical protein
IGKOFFHN_05567	gene	1848	sctC_2			
IGKOFFHN_05567	CDS	1848	sctC_2			Type 3 secretion system secretin
IGKOFFHN_05568	gene	474				
IGKOFFHN_05568	CDS	474				hypothetical protein
IGKOFFHN_05569	gene	375	pulG			
IGKOFFHN_05569	CDS	375	pulG			Type II secretion system protein G
IGKOFFHN_05570	gene	540				
IGKOFFHN_05570	CDS	540				hypothetical protein
IGKOFFHN_05571	gene	393	csgE			
IGKOFFHN_05571	CDS	393	csgE			Curli production assembly/transport component CsgE
IGKOFFHN_05572	gene	432				
IGKOFFHN_05572	CDS	432				hypothetical protein
IGKOFFHN_05573	gene	861	csgG			
IGKOFFHN_05573	CDS	861	csgG		COG1462	Curli production assembly/transport component CsgG
IGKOFFHN_05574	gene	597				
IGKOFFHN_05574	CDS	597				hypothetical protein
IGKOFFHN_05575	gene	660				
IGKOFFHN_05575	CDS	660				hypothetical protein
IGKOFFHN_05576	gene	513				
IGKOFFHN_05576	CDS	513				hypothetical protein
IGKOFFHN_05577	gene	1704	copA_3			
IGKOFFHN_05577	CDS	1704	copA_3			Copper resistance protein A
IGKOFFHN_05578	gene	858	copB			
IGKOFFHN_05578	CDS	858	copB			Copper resistance protein B
IGKOFFHN_05579	gene	375	copC			
IGKOFFHN_05579	CDS	375	copC			Copper resistance protein C
IGKOFFHN_05580	gene	864	copD			
IGKOFFHN_05580	CDS	864	copD			Copper resistance protein D
IGKOFFHN_05581	gene	855	pheC			
IGKOFFHN_05581	CDS	855	pheC			Cyclohexadienyl dehydratase
IGKOFFHN_05582	gene	210				
IGKOFFHN_05582	CDS	210				hypothetical protein
IGKOFFHN_05583	gene	360				
IGKOFFHN_05583	CDS	360				hypothetical protein
IGKOFFHN_05584	gene	546				
IGKOFFHN_05584	CDS	546				hypothetical protein
IGKOFFHN_05585	gene	783				
IGKOFFHN_05585	CDS	783				hypothetical protein
IGKOFFHN_05586	gene	363				
IGKOFFHN_05586	CDS	363				hypothetical protein
IGKOFFHN_05587	gene	1125				
IGKOFFHN_05587	CDS	1125				hypothetical protein
IGKOFFHN_05588	gene	1065				
IGKOFFHN_05588	CDS	1065				hypothetical protein
IGKOFFHN_05589	gene	915				
IGKOFFHN_05589	CDS	915				hypothetical protein
IGKOFFHN_05590	gene	642				
IGKOFFHN_05590	CDS	642				hypothetical protein
IGKOFFHN_05591	gene	378				
IGKOFFHN_05591	CDS	378				hypothetical protein
IGKOFFHN_05592	gene	429				
IGKOFFHN_05592	CDS	429				hypothetical protein
IGKOFFHN_05593	gene	423				
IGKOFFHN_05593	CDS	423				hypothetical protein
IGKOFFHN_05594	gene	4860				
IGKOFFHN_05594	CDS	4860				hypothetical protein
IGKOFFHN_05595	gene	789				
IGKOFFHN_05595	CDS	789				hypothetical protein
IGKOFFHN_05596	gene	207				
IGKOFFHN_05596	CDS	207				hypothetical protein
IGKOFFHN_05597	gene	1050	sasA_18			
IGKOFFHN_05597	CDS	1050	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_05598	gene	816	ompR_8			
IGKOFFHN_05598	CDS	816	ompR_8			Transcriptional regulatory protein OmpR
IGKOFFHN_05599	gene	699	pyrF			
IGKOFFHN_05599	CDS	699	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IGKOFFHN_05600	gene	1005	yfmJ			
IGKOFFHN_05600	CDS	1005	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
IGKOFFHN_05601	gene	762	linC			
IGKOFFHN_05601	CDS	762	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
IGKOFFHN_05602	gene	1482	hisC_5			
IGKOFFHN_05602	CDS	1482	hisC_5	2.6.1.9		Histidinol-phosphate aminotransferase
IGKOFFHN_05603	gene	1965	mcpQ_2			
IGKOFFHN_05603	CDS	1965	mcpQ_2		COG0840	Methyl-accepting chemotaxis protein McpQ
IGKOFFHN_05604	gene	771				
IGKOFFHN_05604	CDS	771				hypothetical protein
IGKOFFHN_05605	gene	74				
IGKOFFHN_05605	tRNA	74				tRNA-Glu(ttc)
IGKOFFHN_05606	gene	405	mcpU_3			
IGKOFFHN_05606	CDS	405	mcpU_3		COG0840	Methyl-accepting chemotaxis protein McpU
IGKOFFHN_05607	gene	1314	sasA_19			
IGKOFFHN_05607	CDS	1314	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_05608	gene	669	qseB_3			
IGKOFFHN_05608	CDS	669	qseB_3			Transcriptional regulatory protein QseB
IGKOFFHN_05609	gene	312				
IGKOFFHN_05609	CDS	312				hypothetical protein
IGKOFFHN_05610	gene	309				
IGKOFFHN_05610	CDS	309				hypothetical protein
IGKOFFHN_05611	gene	1080				
IGKOFFHN_05611	CDS	1080				hypothetical protein
IGKOFFHN_05612	gene	357	queD			
IGKOFFHN_05612	CDS	357	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IGKOFFHN_05613	gene	813	dhaA			
IGKOFFHN_05613	CDS	813	dhaA	3.8.1.5		Haloalkane dehalogenase
IGKOFFHN_05614	gene	1272	codB			
IGKOFFHN_05614	CDS	1272	codB		COG1457	Cytosine permease
IGKOFFHN_05615	gene	1242	codA			
IGKOFFHN_05615	CDS	1242	codA	3.5.4.1	COG0402	Cytosine deaminase
IGKOFFHN_05616	gene	993	dapF_2			
IGKOFFHN_05616	CDS	993	dapF_2	5.1.1.7		Diaminopimelate epimerase
IGKOFFHN_05617	gene	363				
IGKOFFHN_05617	CDS	363				hypothetical protein
IGKOFFHN_05618	gene	1380				
IGKOFFHN_05618	CDS	1380			COG5383	putative protein
IGKOFFHN_05619	gene	939	lip1			
IGKOFFHN_05619	CDS	939	lip1	3.1.1.3		Lipase 1
IGKOFFHN_05620	gene	1455				
IGKOFFHN_05620	CDS	1455		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
IGKOFFHN_05621	gene	1074	dgcC_2			
IGKOFFHN_05621	CDS	1074	dgcC_2	2.7.7.65		putative diguanylate cyclase DgcC
IGKOFFHN_05622	gene	1230	cpg2			
IGKOFFHN_05622	CDS	1230	cpg2	3.4.17.11		Carboxypeptidase G2
IGKOFFHN_05623	gene	66				
IGKOFFHN_05623	rRNA	66				5S ribosomal RNA (partial)
IGKOFFHN_05624	gene	2888				
IGKOFFHN_05624	rRNA	2888				23S ribosomal RNA
IGKOFFHN_05625	gene	1532				
IGKOFFHN_05625	rRNA	1532				16S ribosomal RNA
IGKOFFHN_05626	gene	109				
IGKOFFHN_05626	rRNA	109				5S ribosomal RNA
IGKOFFHN_05627	gene	2919				
IGKOFFHN_05627	rRNA	2919				23S ribosomal RNA
IGKOFFHN_05628	gene	1550				
IGKOFFHN_05628	rRNA	1550				16S ribosomal RNA
IGKOFFHN_05629	gene	1242				
IGKOFFHN_05629	CDS	1242				hypothetical protein
IGKOFFHN_05630	gene	1143				
IGKOFFHN_05630	CDS	1143				IS481 family transposase ISEc19
IGKOFFHN_05631	gene	303				
IGKOFFHN_05631	CDS	303				hypothetical protein
IGKOFFHN_05632	gene	516	hcpA_2			
IGKOFFHN_05632	CDS	516	hcpA_2		COG3157	Major exported protein
IGKOFFHN_05633	gene	243	yabP			
IGKOFFHN_05633	CDS	243	yabP			Spore protein YabP
IGKOFFHN_05634	gene	330				
IGKOFFHN_05634	CDS	330			COG0718	Nucleoid-associated protein
IGKOFFHN_05635	gene	159				
IGKOFFHN_05635	CDS	159				hypothetical protein
IGKOFFHN_05636	gene	414				
IGKOFFHN_05636	CDS	414				hypothetical protein
IGKOFFHN_05637	gene	108				
IGKOFFHN_05637	CDS	108				hypothetical protein
IGKOFFHN_05638	gene	114				
IGKOFFHN_05638	CDS	114				hypothetical protein
IGKOFFHN_05639	gene	231				
IGKOFFHN_05639	CDS	231				hypothetical protein
IGKOFFHN_05640	gene	141				
IGKOFFHN_05640	CDS	141				hypothetical protein
IGKOFFHN_05641	gene	195	sigW			
IGKOFFHN_05641	CDS	195	sigW		COG1595	ECF RNA polymerase sigma factor SigW
IGKOFFHN_05642	gene	76				
IGKOFFHN_05642	tRNA	76				tRNA-Ala(tgc)
IGKOFFHN_05643	gene	77				
IGKOFFHN_05643	tRNA	77				tRNA-Ile(gat)
IGKOFFHN_05644	gene	144				
IGKOFFHN_05644	CDS	144				hypothetical protein
IGKOFFHN_05645	gene	99				
IGKOFFHN_05645	CDS	99				hypothetical protein
IGKOFFHN_05646	gene	138				
IGKOFFHN_05646	CDS	138				hypothetical protein
IGKOFFHN_05647	gene	144				
IGKOFFHN_05647	CDS	144				hypothetical protein
IGKOFFHN_05648	gene	123				
IGKOFFHN_05648	CDS	123				hypothetical protein
IGKOFFHN_05649	gene	183				
IGKOFFHN_05649	CDS	183				Sporulation protein cse60
IGKOFFHN_05650	gene	360				
IGKOFFHN_05650	CDS	360				hypothetical protein
IGKOFFHN_05651	gene	99				
IGKOFFHN_05651	CDS	99				hypothetical protein
IGKOFFHN_05652	gene	267				
IGKOFFHN_05652	CDS	267				hypothetical protein
IGKOFFHN_05653	gene	267				
IGKOFFHN_05653	CDS	267				hypothetical protein
IGKOFFHN_05654	gene	213				
IGKOFFHN_05654	CDS	213				hypothetical protein
IGKOFFHN_05655	gene	264				
IGKOFFHN_05655	CDS	264				hypothetical protein
IGKOFFHN_05656	gene	76				
IGKOFFHN_05656	tRNA	76				tRNA-Ala(tgc)
IGKOFFHN_05657	gene	75				
IGKOFFHN_05657	tRNA	75				tRNA-Glu(ttc)
IGKOFFHN_05658	gene	76				
IGKOFFHN_05658	tRNA	76				tRNA-Val(tac)
IGKOFFHN_05659	gene	84				
IGKOFFHN_05659	tRNA	84				tRNA-Tyr(gta)
IGKOFFHN_05660	gene	108				
IGKOFFHN_05660	CDS	108				hypothetical protein
IGKOFFHN_05661	gene	93				
IGKOFFHN_05661	CDS	93				hypothetical protein
IGKOFFHN_05662	gene	141				
IGKOFFHN_05662	CDS	141				hypothetical protein
IGKOFFHN_05663	gene	159	acdA_2			
IGKOFFHN_05663	CDS	159	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IGKOFFHN_05664	gene	150				
IGKOFFHN_05664	CDS	150				hypothetical protein
IGKOFFHN_05665	gene	240				
IGKOFFHN_05665	CDS	240				hypothetical protein
